model,technique,implementation,sample_id,predicted_class,predicted_crop,top_features,top_feature_count,local_fidelity,faithfulness_probability_drop,stability_jaccard,sparsity,coverage,runtime_seconds
Support Vector Machine,SHAP,single-baseline occlusion Shapley approximation,1,0,Maize,numeric__mean_field_area_ha; numeric__fallow_plot_share; numeric__max_field_area_ha; categorical__head_education_PRE-SCHOOL; numeric__equipment_type_count; categorical__head_education_PRIMARY EDUCATION COMPLETE; numeric__seasonal_plot_area_ha; categorical__dominant_crop_system_PURE STAND,8,0.9799357941733844,0.0225457183445244,1.0,0.9436619718309859,1.0,0.028210299999045674
Support Vector Machine,Anchors,greedy high-precision feature rule,1,0,Maize,numeric__soil_k_max; numeric__soil_ph_median; numeric__maize_recent_market_price_tzs_mean; numeric__maize_recent_market_price_usd_mean; categorical__s4a_dominant_slope_class_Flat (0 - 0.5%),5,0.7222222222222222,0.00661308680633238,0.14285714285714285,0.9647887323943662,0.225,0.0090608999998949
Support Vector Machine,LIME,local weighted Ridge surrogate,2,0,Maize,numeric__mean_field_area_ha; categorical__crop_group_seasonal; categorical__primary_tenure_98.0; categorical__crop_group_permanent; numeric__head_formally_educated; categorical__head_education_None; numeric__max_field_area_ha; numeric__fertilizer_kg,8,0.4664086856090035,0.0,0.6,0.9436619718309859,1.0,0.012707899997622008
Support Vector Machine,SHAP,single-baseline occlusion Shapley approximation,2,0,Maize,numeric__mean_field_area_ha; numeric__max_field_area_ha; numeric__head_formally_educated; categorical__head_education_None; numeric__input_record_count; numeric__seasonal_plot_count; numeric__formally_educated_share; numeric__field_count,8,0.9651085686460157,0.02980514837670617,1.0,0.9436619718309859,1.0,0.03584029999910854
Support Vector Machine,Anchors,greedy high-precision feature rule,2,0,Maize,numeric__formally_educated_share; numeric__head_formally_educated; numeric__s4a_min_altitude,3,1.0,0.0,0.5,0.9788732394366197,0.0625,0.009417699999175966
Support Vector Machine,LIME,local weighted Ridge surrogate,3,0,Maize,categorical__crop_group_seasonal; numeric__mean_field_area_ha; categorical__crop_group_permanent; numeric__head_formally_educated; numeric__max_field_area_ha; categorical__head_education_None; numeric__seasonal_plot_count; categorical__head_education_SECONDARY/ADVANCED EDUCATION INCOMPLETE,8,0.48321892981840486,0.0,0.6,0.9436619718309859,1.0,0.007910500000434695
Support Vector Machine,SHAP,single-baseline occlusion Shapley approximation,3,0,Maize,numeric__mean_field_area_ha; numeric__max_field_area_ha; numeric__head_formally_educated; categorical__head_education_None; numeric__input_record_count; numeric__seasonal_plot_count; numeric__formally_educated_share; numeric__field_count,8,0.9651085686460157,0.02980514837670617,1.0,0.9436619718309859,1.0,0.03056109999670298
Support Vector Machine,Anchors,greedy high-precision feature rule,3,0,Maize,numeric__formally_educated_share; numeric__head_formally_educated; numeric__s4a_min_altitude,3,1.0,0.0,1.0,0.9788732394366197,0.0625,0.009875499999907333
Support Vector Machine,LIME,local weighted Ridge surrogate,4,0,Maize,numeric__mean_field_area_ha; categorical__crop_group_permanent; categorical__crop_group_seasonal; numeric__head_formally_educated; numeric__max_field_area_ha; categorical__primary_tenure_98.0; categorical__primary_tenure_94.0; categorical__head_education_None,8,0.544097947478432,0.0,0.7777777777777778,0.9436619718309859,1.0,0.010822799999004928
Support Vector Machine,SHAP,single-baseline occlusion Shapley approximation,4,0,Maize,numeric__mean_field_area_ha; numeric__max_field_area_ha; numeric__head_formally_educated; categorical__head_education_None; numeric__input_record_count; numeric__seasonal_plot_count; numeric__formally_educated_share; numeric__field_count,8,0.9651085686460157,0.02980514837670617,1.0,0.9436619718309859,1.0,0.043394899999839254
Support Vector Machine,Anchors,greedy high-precision feature rule,4,0,Maize,numeric__formally_educated_share; numeric__head_formally_educated; numeric__s4a_min_altitude,3,1.0,0.0,1.0,0.9788732394366197,0.0625,0.014041300000826595
Support Vector Machine,LIME,local weighted Ridge surrogate,5,0,Maize,numeric__max_field_area_ha; numeric__mean_field_area_ha; categorical__primary_tenure_98.0; categorical__head_education_None; categorical__crop_group_seasonal; categorical__crop_group_permanent; categorical__head_education_PRE-SCHOOL; categorical__dominant_crop_system_PURE STAND,8,0.4552914388200465,0.0,0.6,0.9436619718309859,1.0,0.01304570000138483
Support Vector Machine,SHAP,single-baseline occlusion Shapley approximation,5,0,Maize,numeric__max_field_area_ha; numeric__mean_field_area_ha; numeric__seasonal_plot_count; numeric__seasonal_plot_area_ha; categorical__dominant_crop_system_INTERCROPPED; categorical__dominant_crop_system_PURE STAND; numeric__household_size; categorical__head_education_PRIMARY EDUCATION COMPLETE,8,0.9783143624727049,0.0,0.7777777777777778,0.9436619718309859,1.0,0.03686839999863878
Support Vector Machine,Anchors,greedy high-precision feature rule,5,0,Maize,numeric__soil_k_max; numeric__soil_ph_median; numeric__maize_recent_market_price_tzs_mean; numeric__maize_recent_market_price_usd_mean; categorical__s4a_dominant_slope_class_Flat (0 - 0.5%),5,0.7222222222222222,0.004806028271690299,1.0,0.9647887323943662,0.225,0.008951400002843002
Support Vector Machine,LIME,local weighted Ridge surrogate,6,0,Maize,numeric__mean_field_area_ha; numeric__max_field_area_ha; categorical__head_education_None; categorical__primary_tenure_98.0; categorical__crop_group_permanent; numeric__fertilizer_kg; categorical__primary_tenure_95.0; categorical__head_education_SECONDARY/ADVANCED EDUCATION INCOMPLETE,8,0.5015668093042117,0.09139722798904237,0.3333333333333333,0.9436619718309859,1.0,0.01100889999725041
Support Vector Machine,SHAP,single-baseline occlusion Shapley approximation,6,0,Maize,numeric__mean_field_area_ha; numeric__fallow_plot_share; numeric__seasonal_plot_area_ha; categorical__dominant_crop_system_PURE STAND; numeric__seasonal_plot_count; numeric__fertilizer_kg; categorical__head_education_PRIMARY EDUCATION COMPLETE; numeric__household_size,8,0.9811076868743759,0.1253064189007908,1.0,0.9436619718309859,1.0,0.03858620000028168
Support Vector Machine,Anchors,greedy high-precision feature rule,6,0,Maize,numeric__soil_k_max; numeric__soil_ph_median; numeric__maize_recent_market_price_tzs_mean; numeric__maize_recent_market_price_usd_mean; categorical__s4a_dominant_slope_class_Flat (0 - 0.5%),5,0.7222222222222222,0.006617858369336038,0.16666666666666666,0.9647887323943662,0.225,0.01275080000050366
Support Vector Machine,LIME,local weighted Ridge surrogate,7,0,Maize,numeric__mean_field_area_ha; categorical__crop_group_seasonal; numeric__max_field_area_ha; numeric__head_formally_educated; categorical__head_education_None; numeric__mean_seasonal_plot_area_ha; categorical__crop_group_permanent; categorical__head_education_OTHERS,8,0.4787038687241584,0.006152748730583357,0.6,0.9436619718309859,1.0,0.010205899998254608
Support Vector Machine,SHAP,single-baseline occlusion Shapley approximation,7,0,Maize,numeric__head_formally_educated; numeric__mean_field_area_ha; numeric__max_field_area_ha; categorical__head_education_None; numeric__seasonal_plot_area_ha; numeric__seasonal_plot_count; numeric__mean_seasonal_plot_area_ha; numeric__equipment_type_count,8,0.9772263316869728,0.015073743474612877,1.0,0.9436619718309859,1.0,0.036840100001427345
Support Vector Machine,Anchors,greedy high-precision feature rule,7,0,Maize,numeric__formally_educated_share; numeric__head_formally_educated; numeric__working_age_members; numeric__mixed_crop_share; categorical__head_education_PRIMARY EDUCATION COMPLETE,5,0.3333333333333333,0.0,1.0,0.9647887323943662,0.0375,0.009640199998102617
Support Vector Machine,LIME,local weighted Ridge surrogate,8,0,Maize,numeric__mean_field_area_ha; categorical__crop_group_seasonal; categorical__crop_group_permanent; categorical__primary_tenure_94.0; numeric__max_field_area_ha; categorical__head_education_SECONDARY/ADVANCED EDUCATION INCOMPLETE; categorical__head_education_None; numeric__head_formally_educated,8,0.5113074870865517,0.0,0.7777777777777778,0.9436619718309859,1.0,0.008093399999779649
Support Vector Machine,SHAP,single-baseline occlusion Shapley approximation,8,0,Maize,numeric__head_formally_educated; numeric__mean_field_area_ha; categorical__head_education_None; numeric__max_field_area_ha; numeric__seasonal_plot_area_ha; numeric__mean_seasonal_plot_area_ha; numeric__seasonal_plot_count; numeric__equipment_type_count,8,0.9714291612429006,0.012229027228392642,1.0,0.9436619718309859,1.0,0.030375700000149664
Support Vector Machine,Anchors,greedy high-precision feature rule,8,0,Maize,numeric__formally_educated_share; numeric__head_formally_educated; numeric__working_age_members; numeric__mixed_crop_share; categorical__head_education_PRIMARY EDUCATION COMPLETE,5,0.3333333333333333,0.0,1.0,0.9647887323943662,0.0375,0.008606999999756226
Support Vector Machine,LIME,local weighted Ridge surrogate,9,0,Maize,numeric__mean_field_area_ha; categorical__crop_group_seasonal; numeric__max_field_area_ha; categorical__crop_group_permanent; categorical__primary_tenure_98.0; categorical__head_education_PRIMARY EDUCATION COMPLETE; categorical__head_education_None; categorical__region_18.0,8,0.4382854317464243,0.008246238634544378,0.6,0.9436619718309859,1.0,0.007832499999494758
Support Vector Machine,SHAP,single-baseline occlusion Shapley approximation,9,0,Maize,numeric__max_field_area_ha; numeric__mean_field_area_ha; numeric__seasonal_plot_count; categorical__head_education_PRIMARY EDUCATION COMPLETE; categorical__dominant_crop_system_PURE STAND; numeric__seasonal_plot_area_ha; numeric__fertilizer_kg; numeric__fallow_plot_share,8,0.989744441814503,0.018118415567468793,1.0,0.9436619718309859,1.0,0.03296010000121896
Support Vector Machine,Anchors,greedy high-precision feature rule,9,0,Maize,categorical__head_education_PRIMARY EDUCATION COMPLETE; numeric__pure_stand_share; numeric__mean_field_area_ha; numeric__s4a_mean_altitude; numeric__s4a_fruits_share,5,0.7777777777777778,0.0,0.0,0.9647887323943662,0.1125,0.007959000002301764
Support Vector Machine,LIME,local weighted Ridge surrogate,10,0,Maize,numeric__mean_field_area_ha; categorical__crop_group_seasonal; categorical__crop_group_permanent; numeric__max_field_area_ha; categorical__head_education_PRE-SCHOOL; categorical__primary_tenure_98.0; categorical__head_education_SECONDARY/ADVANCED EDUCATION INCOMPLETE; categorical__primary_tenure_95.0,8,0.45299951081275946,0.008858076892808153,0.45454545454545453,0.9436619718309859,1.0,0.0079068000013649
Support Vector Machine,SHAP,single-baseline occlusion Shapley approximation,10,0,Maize,numeric__max_field_area_ha; numeric__mean_field_area_ha; numeric__seasonal_plot_count; categorical__head_education_PRIMARY EDUCATION COMPLETE; categorical__dominant_crop_system_PURE STAND; numeric__seasonal_plot_area_ha; numeric__fertilizer_kg; numeric__fallow_plot_share,8,0.989744441814503,0.018118415567468793,1.0,0.9436619718309859,1.0,0.03057270000135759
Support Vector Machine,Anchors,greedy high-precision feature rule,10,0,Maize,categorical__head_education_PRIMARY EDUCATION COMPLETE; numeric__pure_stand_share; numeric__mean_field_area_ha; numeric__s4a_mean_altitude; numeric__s4a_fruits_share,5,0.7777777777777778,0.0,0.0,0.9647887323943662,0.1125,0.008099300001049414
Support Vector Machine,LIME,local weighted Ridge surrogate,11,0,Maize,categorical__crop_group_permanent; numeric__mean_field_area_ha; categorical__crop_group_seasonal; numeric__max_field_area_ha; categorical__primary_tenure_98.0; numeric__head_age; categorical__dominant_crop_system_INTERCROPPED; categorical__head_education_None,8,0.4370398920480951,0.004710655448613543,0.6,0.9436619718309859,1.0,0.007473900001059519
Support Vector Machine,SHAP,single-baseline occlusion Shapley approximation,11,0,Maize,numeric__max_field_area_ha; numeric__mean_field_area_ha; numeric__seasonal_plot_count; categorical__head_education_PRIMARY EDUCATION COMPLETE; categorical__dominant_crop_system_PURE STAND; numeric__seasonal_plot_area_ha; numeric__fertilizer_kg; numeric__fallow_plot_share,8,0.989744441814503,0.018118415567468793,1.0,0.9436619718309859,1.0,0.03193520000058925
Support Vector Machine,Anchors,greedy high-precision feature rule,11,0,Maize,categorical__head_education_PRIMARY EDUCATION COMPLETE; numeric__pure_stand_share; numeric__mean_field_area_ha; numeric__s4a_mean_altitude; numeric__s4a_fruits_share,5,0.7777777777777778,0.0,0.0,0.9647887323943662,0.1125,0.008932400000048801
Gradient Boosting Classifier,LIME,local weighted Ridge surrogate,0,0,Maize,numeric__pure_stand_share; numeric__max_field_area_ha; numeric__mixed_crop_share; numeric__soil_ph_max; categorical__region_18.0; numeric__soil_al_max; categorical__s4a_dominant_water_supply_Rainfed; numeric__maize_recent_market_price_tzs_median,8,0.34545950066223374,0.13802226967574677,0.23076923076923078,0.9436619718309859,1.0,0.011743300001398893
Gradient Boosting Classifier,SHAP,single-baseline occlusion Shapley approximation,0,0,Maize,numeric__mixed_crop_share; numeric__seasonal_plot_count; numeric__mean_field_area_ha; numeric__mean_seasonal_plot_area_ha; numeric__pure_stand_share; numeric__seasonal_plot_area_ha; categorical__primary_tenure_95.0; numeric__rice_paddy_recent_market_price_tzs_mean,8,0.9821268799042795,0.0,1.0,0.9436619718309859,1.0,0.27351679999992484
Gradient Boosting Classifier,Anchors,greedy high-precision feature rule,0,0,Maize,numeric__working_age_members,1,1.0,0.0029257060375156296,0.0,0.9929577464788732,0.1375,0.00998540000000503
Gradient Boosting Classifier,LIME,local weighted Ridge surrogate,1,0,Maize,numeric__mean_seasonal_plot_area_ha; numeric__fallow_plot_share; numeric__seasonal_plot_area_ha; numeric__s4a_rainfed_share; numeric__soil_al_max; numeric__total_field_area_ha; numeric__mixed_crop_share; categorical__dominant_crop_system_INTERCROPPED,8,0.3939998716154396,0.10648070038455382,0.3333333333333333,0.9436619718309859,1.0,0.010579699999652803
Gradient Boosting Classifier,SHAP,single-baseline occlusion Shapley approximation,1,0,Maize,numeric__mixed_crop_share; numeric__fallow_plot_share; numeric__fertilizer_kg; numeric__intercropped_share; numeric__s4a_irrigated_share; numeric__s4a_cereal_share; numeric__soil_k_max; numeric__maize_market_price_usd_mean,8,0.9597148986782467,0.20042018773597692,1.0,0.9436619718309859,1.0,0.29289069999867934
Gradient Boosting Classifier,Anchors,greedy high-precision feature rule,1,0,Maize,numeric__mixed_crop_share,1,0.975,0.07223998281391886,0.0,0.9929577464788732,0.5,0.009383900000102585
Gradient Boosting Classifier,LIME,local weighted Ridge surrogate,2,0,Maize,numeric__pure_stand_share; numeric__field_count; numeric__max_field_area_ha; numeric__formally_educated_share; numeric__total_field_area_ha; numeric__fertilizer_kg; numeric__s4a_min_altitude; numeric__soil_bdod_0_5cm_max,8,0.3678532961453794,0.02595473894059519,0.14285714285714285,0.9436619718309859,1.0,0.014042099999642232
Gradient Boosting Classifier,SHAP,single-baseline occlusion Shapley approximation,2,0,Maize,numeric__mixed_crop_share; numeric__seasonal_plot_count; numeric__pure_stand_share; numeric__field_count; numeric__mean_seasonal_plot_area_ha; numeric__s4a_cereal_share; numeric__fertilizer_type_count; numeric__max_field_area_ha,8,0.9617107976706899,0.05976116715638846,1.0,0.9436619718309859,1.0,0.26214899999831687
Gradient Boosting Classifier,Anchors,greedy high-precision feature rule,2,0,Maize,numeric__mixed_crop_share,1,0.975,0.09275010859905375,1.0,0.9929577464788732,0.5,0.009105499997531297
Gradient Boosting Classifier,LIME,local weighted Ridge surrogate,3,0,Maize,numeric__field_count; numeric__pure_stand_share; numeric__max_field_area_ha; numeric__s4a_inorganic_input_share; numeric__soil_bdod_0_5cm_mean; numeric__soil_p_mean; numeric__s4a_point_count; numeric__literate_share,8,0.35645214530040237,0.0,0.3333333333333333,0.9436619718309859,1.0,0.010337099996831967
Gradient Boosting Classifier,SHAP,single-baseline occlusion Shapley approximation,3,0,Maize,numeric__mixed_crop_share; numeric__seasonal_plot_count; numeric__pure_stand_share; numeric__field_count; numeric__mean_seasonal_plot_area_ha; numeric__s4a_cereal_share; numeric__fertilizer_type_count; numeric__max_field_area_ha,8,0.9617107976706899,0.05976116715638846,1.0,0.9436619718309859,1.0,0.27872170000046026
Gradient Boosting Classifier,Anchors,greedy high-precision feature rule,3,0,Maize,numeric__mixed_crop_share,1,0.975,0.09275010859905375,0.0,0.9929577464788732,0.5,0.015268099999957485
Gradient Boosting Classifier,LIME,local weighted Ridge surrogate,4,0,Maize,numeric__field_count; numeric__pure_stand_share; categorical__primary_tenure_95.0; numeric__formally_educated_share; numeric__soil_k_median; categorical__primary_tenure_90.0; numeric__s4a_semi_luxury_share; numeric__literate_share,8,0.31754425253729546,0.018521623778030682,0.23076923076923078,0.9436619718309859,1.0,0.010799399999086745
Gradient Boosting Classifier,SHAP,single-baseline occlusion Shapley approximation,4,0,Maize,numeric__mixed_crop_share; numeric__seasonal_plot_count; numeric__pure_stand_share; numeric__field_count; numeric__mean_seasonal_plot_area_ha; numeric__s4a_cereal_share; numeric__fertilizer_type_count; numeric__max_field_area_ha,8,0.9617107976706899,0.05976116715638846,1.0,0.9436619718309859,1.0,0.30906039999899804
Gradient Boosting Classifier,Anchors,greedy high-precision feature rule,4,0,Maize,numeric__mixed_crop_share,1,0.975,0.09275010859905375,0.0,0.9929577464788732,0.5,0.0111466999987897
Gradient Boosting Classifier,LIME,local weighted Ridge surrogate,5,0,Maize,numeric__max_field_area_ha; numeric__mixed_crop_share; numeric__soil_p_max; numeric__s4a_bare_soil_share; numeric__rainfall_max_monthly_2023_24; numeric__s4a_min_altitude; numeric__mean_field_area_ha; numeric__s4a_fruits_share,8,0.29214535688317356,0.06879109360227054,0.23076923076923078,0.9436619718309859,1.0,0.012151499999163207
Gradient Boosting Classifier,SHAP,single-baseline occlusion Shapley approximation,5,0,Maize,numeric__intercropped_share; numeric__mixed_crop_share; categorical__dominant_crop_system_INTERCROPPED; numeric__mean_seasonal_plot_area_ha; numeric__s4a_cereal_share; numeric__seasonal_plot_area_ha; numeric__soil_k_max; numeric__s4a_irrigated_share,8,0.9209037726454958,0.0,1.0,0.9436619718309859,1.0,0.294767999999749
Gradient Boosting Classifier,Anchors,greedy high-precision feature rule,5,0,Maize,numeric__mixed_crop_share,1,0.975,0.0694653910973575,0.0,0.9929577464788732,0.5,0.010910800003330223
Gradient Boosting Classifier,LIME,local weighted Ridge surrogate,6,0,Maize,numeric__fallow_plot_share; numeric__mean_seasonal_plot_area_ha; numeric__mean_field_area_ha; numeric__seasonal_plot_area_ha; numeric__mixed_crop_share; numeric__fertilizer_kg; numeric__s4a_cultivated_land_share; numeric__s4a_cereal_share,8,0.36399845538868225,0.13895357628724525,0.3333333333333333,0.9436619718309859,1.0,0.01318860000174027
Gradient Boosting Classifier,SHAP,single-baseline occlusion Shapley approximation,6,0,Maize,numeric__mixed_crop_share; numeric__fallow_plot_share; numeric__fertilizer_kg; numeric__s4a_cereal_share; numeric__seasonal_plot_area_ha; numeric__intercropped_share; numeric__s4a_irrigated_share; numeric__soil_k_max,8,0.9379792339713788,0.14343894243210709,1.0,0.9436619718309859,1.0,0.2950382000017271
Gradient Boosting Classifier,Anchors,greedy high-precision feature rule,6,0,Maize,numeric__mixed_crop_share,1,0.975,0.06315758552582651,0.0,0.9929577464788732,0.5,0.009910799999488518
Gradient Boosting Classifier,LIME,local weighted Ridge surrogate,7,0,Maize,numeric__mean_field_area_ha; numeric__total_field_area_ha; numeric__rice_paddy_market_price_tzs_max; numeric__soil_bdod_0_5cm_min; numeric__soil_n_max; numeric__max_field_area_ha; numeric__s4a_min_altitude; numeric__maize_recent_market_price_tzs_mean,8,0.3288314668138449,0.0,0.14285714285714285,0.9436619718309859,1.0,0.011435899999924004
Gradient Boosting Classifier,SHAP,single-baseline occlusion Shapley approximation,7,0,Maize,numeric__equipment_type_count; numeric__seasonal_plot_count; numeric__mixed_crop_share; numeric__mean_seasonal_plot_area_ha; categorical__dominant_crop_system_PURE STAND; numeric__working_age_members; numeric__mean_field_area_ha; numeric__s4a_cereal_share,8,0.6979421531488632,0.25300493422615977,1.0,0.9436619718309859,1.0,0.2769044999986363
Gradient Boosting Classifier,Anchors,greedy high-precision feature rule,7,0,Maize,numeric__working_age_members,1,1.0,0.02673122254125415,1.0,0.9929577464788732,0.1375,0.009076400001504226
Gradient Boosting Classifier,LIME,local weighted Ridge surrogate,8,0,Maize,numeric__mean_field_area_ha; numeric__rice_paddy_market_price_usd_mean; numeric__rainfall_masika_total; numeric__input_record_count; categorical__dominant_crop_system_MIXED; numeric__fallow_plot_share; numeric__temp_mean; numeric__beans_market_price_tzs_max,8,0.3081301499577246,0.0,0.06666666666666667,0.9436619718309859,1.0,0.012127599999075755
Gradient Boosting Classifier,SHAP,single-baseline occlusion Shapley approximation,8,0,Maize,numeric__equipment_type_count; numeric__seasonal_plot_count; numeric__mixed_crop_share; numeric__mean_seasonal_plot_area_ha; categorical__dominant_crop_system_PURE STAND; numeric__working_age_members; numeric__s4a_cereal_share; numeric__mean_field_area_ha,8,0.705332584347207,0.25450649094600053,0.7777777777777778,0.9436619718309859,1.0,0.2764253999994253
Gradient Boosting Classifier,Anchors,greedy high-precision feature rule,8,0,Maize,numeric__working_age_members,1,1.0,0.0260189789846611,0.0,0.9929577464788732,0.1375,0.009420500002306653
Gradient Boosting Classifier,LIME,local weighted Ridge surrogate,9,0,Maize,numeric__max_field_area_ha; numeric__total_field_area_ha; numeric__mean_member_age; numeric__mixed_crop_share; numeric__pure_stand_share; numeric__soil_n_max; numeric__beans_market_price_tzs_median; categorical__s4a_dominant_field_size_1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),8,0.2982253515476152,0.0,0.23076923076923078,0.9436619718309859,1.0,0.010627599996951176
Gradient Boosting Classifier,SHAP,single-baseline occlusion Shapley approximation,9,0,Maize,numeric__equipment_type_count; numeric__mixed_crop_share; numeric__mean_field_area_ha; numeric__seasonal_plot_area_ha; numeric__seasonal_plot_count; numeric__mean_member_age; numeric__soil_k_max; numeric__mean_seasonal_plot_area_ha,8,0.9657943001740865,0.0,0.7777777777777778,0.9436619718309859,1.0,0.2557018000006792
Gradient Boosting Classifier,Anchors,greedy high-precision feature rule,9,0,Maize,numeric__seasonal_plot_count; numeric__pure_stand_share,2,0.9583333333333334,0.022418532732641216,0.0,0.9859154929577465,0.3,0.009443900002224836
Gradient Boosting Classifier,LIME,local weighted Ridge surrogate,10,0,Maize,numeric__total_field_area_ha; numeric__max_field_area_ha; numeric__mean_member_age; numeric__pesticide_liters; numeric__s4a_pulses_share; numeric__soil_p_mean; numeric__mixed_crop_share; categorical__region_name_Iringa,8,0.2924129092793917,0.0,0.3333333333333333,0.9436619718309859,1.0,0.011398899998312118
Gradient Boosting Classifier,SHAP,single-baseline occlusion Shapley approximation,10,0,Maize,numeric__equipment_type_count; numeric__mixed_crop_share; numeric__mean_field_area_ha; numeric__seasonal_plot_area_ha; numeric__seasonal_plot_count; numeric__mean_member_age; numeric__soil_k_max; numeric__mean_seasonal_plot_area_ha,8,0.9657943001740865,0.0,1.0,0.9436619718309859,1.0,0.3028620000004594
Gradient Boosting Classifier,Anchors,greedy high-precision feature rule,10,0,Maize,numeric__seasonal_plot_count; numeric__pure_stand_share,2,0.9583333333333334,0.022418532732641216,0.0,0.9859154929577465,0.3,0.009785199999896577
Gradient Boosting Classifier,LIME,local weighted Ridge surrogate,11,0,Maize,numeric__max_field_area_ha; numeric__total_field_area_ha; numeric__mean_member_age; numeric__mixed_crop_share; numeric__rainfall_masika_total; numeric__fertilizer_kg; numeric__maize_market_price_tzs_median; numeric__head_age,8,0.3067001342066987,0.0,0.3333333333333333,0.9436619718309859,1.0,0.011044400001992472
Gradient Boosting Classifier,SHAP,single-baseline occlusion Shapley approximation,11,0,Maize,numeric__equipment_type_count; numeric__mixed_crop_share; numeric__mean_field_area_ha; numeric__seasonal_plot_area_ha; numeric__seasonal_plot_count; numeric__mean_member_age; numeric__soil_k_max; numeric__mean_seasonal_plot_area_ha,8,0.9657943001740865,0.0,0.7777777777777778,0.9436619718309859,1.0,0.2721629999978177
Gradient Boosting Classifier,Anchors,greedy high-precision feature rule,11,0,Maize,numeric__seasonal_plot_count; numeric__pure_stand_share,2,0.9583333333333334,0.022418532732641216,0.0,0.9859154929577465,0.3,0.010658700000931276
k-Nearest Neighbor,LIME,local weighted Ridge surrogate,0,0,Maize,numeric__equipment_type_count; numeric__field_count; numeric__equipment_use_share; numeric__fallow_plot_share; numeric__pesticide_type_count; numeric__fertilizer_kg; numeric__intercropped_share; categorical__s4a_dominant_water_supply_Rainfed,8,0.2842475067390602,0.14347383960318405,0.23076923076923078,0.9436619718309859,1.0,0.029862999999750173
k-Nearest Neighbor,SHAP,single-baseline occlusion Shapley approximation,0,0,Maize,numeric__head_age; numeric__mean_member_age; numeric__seasonal_plot_count; numeric__pesticide_type_count; numeric__input_record_count; numeric__equipment_use_share; numeric__equipment_type_count; numeric__fallow_plot_share,8,0.46464279271534836,0.14065770476663492,1.0,0.9436619718309859,1.0,0.45040639999933774
k-Nearest Neighbor,Anchors,greedy high-precision feature rule,0,0,Maize,numeric__pesticide_liters,1,1.0,0.0,0.0,0.9929577464788732,0.1875,0.026192799999989802
k-Nearest Neighbor,LIME,local weighted Ridge surrogate,1,0,Maize,numeric__equipment_type_count; categorical__head_education_PRIMARY EDUCATION COMPLETE; numeric__literate_share; categorical__head_education_OTHERS; numeric__household_size; numeric__soil_al_mean; numeric__fertilizer_type_count; numeric__maize_market_observation_count,8,0.3690145782611054,0.15271319599370836,0.3333333333333333,0.9436619718309859,1.0,0.030576699999073753
k-Nearest Neighbor,SHAP,single-baseline occlusion Shapley approximation,1,0,Maize,numeric__fallow_plot_share; numeric__equipment_type_count; numeric__fertilizer_kg; categorical__head_education_OTHERS; numeric__household_size; numeric__pesticide_liters,6,0.9175558565499924,0.285453708425384,1.0,0.9577464788732395,1.0,0.47143900000082795
k-Nearest Neighbor,Anchors,greedy high-precision feature rule,1,0,Maize,numeric__temp_range,1,0.9523809523809523,0.0,0.0,0.9929577464788732,0.525,0.022901600001205225
k-Nearest Neighbor,LIME,local weighted Ridge surrogate,2,0,Maize,numeric__field_count; numeric__fertilizer_kg; numeric__literate_share; numeric__mean_member_age; categorical__crop_group_permanent; categorical__crop_group_seasonal; numeric__head_age; numeric__female_share,8,0.7256977821075059,0.16245676878436116,0.23076923076923078,0.9436619718309859,1.0,0.029668099999980768
k-Nearest Neighbor,SHAP,single-baseline occlusion Shapley approximation,2,0,Maize,numeric__field_count; numeric__literate_share; numeric__formally_educated_share; numeric__head_formally_educated; numeric__fertilizer_kg; numeric__unique_input_count; numeric__beans_market_count; numeric__maize_market_count,8,0.9194122822730951,0.0,0.6,0.9436619718309859,1.0,0.44073869999920134
k-Nearest Neighbor,Anchors,greedy high-precision feature rule,2,0,Maize,numeric__seasonal_plot_count; numeric__temp_mean,2,1.0,0.0008918292036850239,0.0,0.9859154929577465,0.45,0.022577200001251185
k-Nearest Neighbor,LIME,local weighted Ridge surrogate,3,0,Maize,numeric__field_count; numeric__literate_share; numeric__s4a_rainfed_share; numeric__seasonal_plot_count; numeric__fertilizer_kg; categorical__head_sex_Male; numeric__soil_al_median; numeric__soil_n_max,8,0.33864197021163844,0.15945212321282498,0.23076923076923078,0.9436619718309859,1.0,0.031229799998982344
k-Nearest Neighbor,SHAP,single-baseline occlusion Shapley approximation,3,0,Maize,numeric__field_count; numeric__literate_share; numeric__formally_educated_share; numeric__head_formally_educated; numeric__fertilizer_kg; numeric__unique_input_count; numeric__beans_market_count; numeric__maize_market_count,8,0.9194122822730951,0.0,0.7777777777777778,0.9436619718309859,1.0,0.4053992000008293
k-Nearest Neighbor,Anchors,greedy high-precision feature rule,3,0,Maize,numeric__seasonal_plot_count; numeric__temp_mean,2,1.0,0.0008918292036850239,0.0,0.9859154929577465,0.45,0.01935370000137482
k-Nearest Neighbor,LIME,local weighted Ridge surrogate,4,0,Maize,numeric__field_count; numeric__literate_share; numeric__rainfall_max_monthly_2023_24; categorical__primary_tenure_95.0; numeric__soil_al_min; numeric__maize_market_count; numeric__working_age_members; numeric__beans_recent_market_price_tzs_mean,8,0.29449431217887134,0.15529165625836333,0.14285714285714285,0.9436619718309859,1.0,0.03330640000058338
